CreditScore,Geography,Gender,Age,Balance,HasCrCard,EstimatedSalary,Exited
545,Germany,Female,60,128981.07,0,176924.21,1
687,Germany,Female,29,78939.15,1,122134.56,1
549,France,Female,52,0.0,0,8636.05,1
655,Germany,Male,34,118028.35,1,51226.32,1
531,France,Female,53,127642.44,1,141501.45,1
815,France,Male,45,0.0,0,52885.23,1
490,France,Male,39,0.0,1,171060.01,1
603,Germany,Male,44,108122.39,1,108488.33,1
640,Spain,Male,43,172478.15,1,191084.4,1
695,France,Female,50,0.0,1,126381.6,1
516,France,Female,45,0.0,1,95273.73,1
606,France,Male,47,93578.68,0,137720.56,1
783,Spain,Female,44,81811.71,1,164213.53,1
799,France,Female,63,110314.21,1,37464.0,1
632,Germany,Male,23,122478.51,1,147230.77,1
676,France,Female,37,89634.69,1,169583.18,1
491,Germany,Female,57,112044.72,1,41229.73,1
698,France,Male,48,101238.24,0,177815.87,1
646,France,Male,52,59669.43,0,172495.81,1
646,Germany,Male,32,105397.8,1,78111.84,1
524,Spain,Female,32,0.0,1,132861.9,1
729,Germany,Male,46,117837.43,1,104016.61,1
805,France,Male,46,118022.06,1,162643.15,1
588,Germany,Female,40,125534.51,1,121504.18,1
727,Spain,Female,31,0.0,1,121751.04,1
518,Germany,Male,46,113625.93,0,92727.42,1
788,Germany,Female,57,93716.72,1,180150.49,1
626,Germany,Female,47,103108.8,0,166475.44,1
518,Germany,Male,29,125961.74,1,160303.08,1
687,Spain,Female,39,0.0,0,188150.6,1
580,Germany,Female,42,123331.36,0,103516.08,1
520,France,Female,46,85216.61,1,117369.52,1
652,France,Female,51,0.0,1,173989.47,1
579,Germany,Female,39,117833.3,0,5831.0,1
491,Germany,Female,68,95039.12,0,116471.14,1
554,Spain,Female,46,87603.35,0,96929.24,1
645,Spain,Male,45,0.0,0,174916.85,1
605,Spain,Female,57,0.0,1,66652.75,1
547,Germany,Male,50,81290.02,0,177747.03,1
610,France,Male,41,0.0,0,56118.81,1
514,France,Male,38,112230.38,1,16717.11,1
516,Germany,Female,53,156674.2,1,118502.34,1
653,France,Female,60,120731.39,1,138160.11,1
669,France,Female,35,0.0,1,49108.23,1
721,Spain,Female,32,0.0,1,136119.96,1
665,Germany,Female,43,116322.27,1,35640.12,1
667,Spain,Male,71,137260.78,0,94433.08,1
526,Spain,Male,49,0.0,1,114539.67,1
414,France,Male,38,0.0,0,77661.12,1
496,Germany,Female,59,91680.1,1,163141.18,1
650,Germany,Female,55,140891.46,1,179834.45,1
453,Germany,Female,40,111524.49,1,120373.84,1
383,Spain,Female,48,95808.19,0,137702.01,1
727,Germany,Male,45,114422.85,1,104678.78,1
655,France,Female,41,0.0,0,36548.0,1
675,France,Male,54,0.0,1,149583.67,1
593,Spain,Male,27,0.0,0,94620.0,1
630,France,Female,40,118633.08,0,60032.46,1
602,Germany,Female,43,113641.49,1,115116.35,1
668,France,Male,42,187534.79,1,32900.41,1
790,Spain,Male,46,182364.53,0,139266.48,1
350,Germany,Male,39,109733.2,0,123602.11,1
590,France,Male,43,81076.8,1,182627.25,1
710,France,Male,54,171137.62,1,167023.95,1
705,Spain,Female,47,63488.7,0,28640.92,1
730,Germany,Female,33,130367.87,1,15142.1,1
504,Germany,Female,43,102365.49,1,194690.77,1
694,Germany,Female,37,98218.04,1,182354.46,1
747,France,Male,43,130788.71,0,101495.0,1
707,France,Female,49,0.0,1,82967.97,1
651,Spain,Male,38,0.0,1,67029.82,1
581,Germany,Female,43,93259.57,1,141035.65,1
642,Germany,Female,36,124495.98,1,57904.22,1
695,France,Female,42,0.0,0,72172.13,1
655,Germany,Female,40,81954.6,1,198798.44,1
794,Germany,Female,55,115796.7,1,160526.36,1
576,France,Female,52,170228.59,0,148477.57,1
443,France,Female,54,138547.97,1,70196.23,1
640,Germany,Female,43,94752.49,1,184006.36,1
779,France,Female,48,115290.27,0,98912.69,1
642,Germany,Female,56,103244.86,1,143049.72,1
705,Spain,Female,40,203715.15,1,179978.68,1
841,France,Female,52,0.0,0,183239.71,1
724,France,Male,31,0.0,1,134889.95,1
596,Spain,Female,54,78126.28,1,153482.91,1
603,Germany,Male,35,123407.69,1,152541.89,1
614,Germany,Female,39,125997.22,1,128049.34,1
680,France,Female,24,0.0,1,154971.63,1
793,Spain,Male,52,0.0,1,159123.82,1
807,Spain,Female,42,0.0,1,16500.66,1
728,France,Female,46,109705.52,1,20276.87,1
634,Germany,Female,53,113781.5,1,106345.05,1
673,France,Female,38,170061.92,0,134901.34,1
532,Germany,Male,52,137755.76,1,163191.99,1
850,Spain,Female,55,0.0,0,171762.87,1
700,France,Female,32,110923.15,1,161845.81,1
727,Spain,Female,52,154733.97,1,80259.67,1
645,France,Female,68,0.0,1,176353.87,1
445,Spain,Male,62,64119.38,1,76569.64,1
738,Germany,Female,57,148384.64,0,155047.11,1
415,France,Male,46,134950.19,0,178587.36,1
591,Spain,Female,39,0.0,1,140469.38,1
681,Germany,Male,42,118199.97,1,9452.88,1
757,France,Female,51,0.0,1,22835.13,1
619,France,Female,48,0.0,0,18094.96,1
616,France,Male,44,102016.38,0,178235.37,1
635,France,Female,27,127471.56,1,152916.05,1
728,Germany,Male,45,108924.33,1,84300.4,1
693,Germany,Male,45,116546.59,0,23140.28,1
701,Germany,Male,63,120916.52,0,144727.45,1
731,Germany,Female,49,88826.07,1,33759.41,1
742,Germany,Female,43,97067.69,0,60920.03,1
487,France,Male,53,199689.49,1,24207.86,1
747,France,Male,42,80214.36,1,115241.96,1
545,Spain,Male,36,73211.12,1,89587.34,1
771,Spain,Male,45,139825.56,0,170984.97,1
721,Germany,Male,40,100275.88,1,138564.48,1
658,France,Female,35,126397.66,0,156361.58,1
767,Germany,Female,35,132253.22,1,115566.57,1
509,France,Female,46,0.0,1,71244.59,1
817,France,Female,55,117561.49,1,95941.55,1
691,Spain,Male,36,129934.64,0,75664.56,1
660,Spain,Female,42,0.0,1,189016.24,1
767,Spain,Male,47,0.0,1,121964.46,1
596,France,Male,33,0.0,1,121189.3,1
615,Germany,Male,24,108528.07,0,179488.41,1
691,France,Female,31,40915.55,1,126213.84,1
726,France,Female,48,0.0,1,114020.06,1
687,Germany,Female,47,91219.29,0,158845.49,1
835,Germany,Female,47,108289.28,1,45859.55,1
629,France,Female,39,0.0,1,43174.49,1
707,Spain,Male,48,88441.64,1,119903.2,1
741,France,Male,42,106036.52,1,194686.78,1
703,Germany,Male,39,141559.5,1,31257.1,1
678,Germany,Female,51,145751.03,0,109718.44,1
637,Germany,Male,51,104682.83,1,55266.96,1
599,Germany,Female,49,143888.22,1,166236.38,1
492,France,Female,49,0.0,1,182865.09,1
720,France,Female,38,0.0,1,56229.72,1
563,Spain,Female,46,106171.68,1,163145.5,1
605,France,Female,51,104760.82,1,165574.54,1
616,Spain,Female,36,0.0,1,12916.32,1
447,France,Male,41,0.0,1,197490.39,1
634,Spain,Male,63,0.0,1,30772.86,1
581,Spain,Female,24,159203.71,1,102517.83,1
616,France,Female,66,135842.41,1,183840.51,1
601,France,Female,43,0.0,0,110916.15,1
737,France,Male,36,0.0,0,188670.9,1
599,France,Male,58,0.0,0,176407.15,1
551,France,Female,59,166968.28,1,159483.76,1
697,Spain,Male,62,0.0,1,129188.18,1
719,France,Female,42,0.0,1,28465.86,1
610,Spain,Female,50,130554.51,1,184758.17,1
758,Germany,Male,68,112595.85,1,35865.44,1
484,Germany,Male,54,134388.11,0,49954.79,1
749,Spain,Male,42,222267.63,0,101108.85,1
644,France,Male,44,73348.56,1,157166.79,1
685,Germany,Female,44,119657.53,1,145387.05,1
678,France,Female,55,0.0,0,196794.11,1
803,France,Male,42,0.0,1,196466.83,1
513,France,Female,45,164649.52,1,49915.52,1
826,Spain,Female,56,174506.1,0,161802.82,1
779,Germany,Male,33,158456.76,1,197000.92,1
591,France,Female,56,128882.49,1,196241.94,1
589,France,Female,61,0.0,1,61108.56,1
489,France,Female,51,0.0,0,174098.28,1
698,France,Male,57,136325.48,1,72549.27,1
802,France,Female,60,92887.06,1,39473.63,1
673,France,Male,59,178058.06,0,21063.71,1
756,France,Male,60,0.0,1,166513.49,1
684,Germany,Female,63,81245.79,1,69643.31,1
685,Spain,Female,30,0.0,1,172576.43,1
788,France,Male,55,0.0,0,13288.46,1
569,Spain,Female,42,0.0,1,83629.6,1
667,France,Male,43,190227.46,1,97508.04,1
586,Germany,Male,46,106968.96,1,79366.98,1
483,France,Female,44,136836.49,1,192359.9,1
707,Spain,Female,52,0.0,1,109688.82,1
663,Germany,Female,36,77253.5,0,35817.97,1
563,France,Female,32,148326.09,1,191604.27,1
763,France,Female,53,0.0,1,77203.72,1
521,Spain,Female,34,70731.07,1,20243.97,1
736,Germany,Female,36,103914.17,1,110035.88,1
628,Germany,Male,50,122227.71,0,14217.77,1
684,Spain,Male,39,207034.96,0,157694.76,1
732,France,Female,36,0.0,0,3749.0,1
631,Germany,Male,48,106396.48,1,150661.42,1
671,Germany,Male,45,99564.22,1,108872.45,1
699,France,Male,64,113109.52,1,27980.8,1
714,Germany,Female,49,93059.34,1,7571.51,1
850,France,Female,42,0.0,1,19632.64,1
652,Germany,Female,45,110827.49,1,153383.54,1
572,France,Male,43,140431.98,1,26450.57,1
748,France,Female,39,132865.56,1,59636.43,1
747,Germany,Male,58,116313.57,1,190696.35,1
706,Germany,Female,46,105214.58,1,108699.59,1
722,France,Female,49,168197.66,1,140765.57,1
716,France,Female,52,65971.61,1,14608.0,1
580,France,Male,50,125647.36,1,57541.08,1
653,France,Male,51,0.0,1,170426.65,1
657,Spain,Male,36,188241.05,0,183058.51,1
581,Germany,Male,40,101016.53,0,7926.35,1
476,Germany,Female,34,111905.43,0,197221.81,1
572,Germany,Male,51,97750.07,1,193014.26,1
595,France,Female,53,0.0,1,41371.68,1
746,Spain,Male,30,112666.67,0,11710.4,1
529,Germany,Male,29,135759.4,0,112813.79,1
645,France,Male,31,161171.7,1,12599.94,1
444,France,Female,45,0.0,1,161653.5,1
754,France,Female,45,0.0,1,73881.68,1
527,France,Male,39,0.0,1,167183.07,1
786,France,Female,33,83036.05,0,154990.58,1
599,Spain,Female,28,126833.79,1,60843.09,1
590,Spain,Female,51,154962.99,0,191932.27,1
850,France,Male,61,0.0,1,53067.83,1
722,France,Male,46,0.0,1,93917.68,1
704,Germany,Female,24,113034.22,1,162503.48,1
481,France,Male,44,175303.06,1,65500.53,1
637,Germany,Male,30,122185.53,1,102566.46,1
640,Germany,Male,39,131607.28,0,6981.43,1
516,France,Male,27,0.0,1,142680.64,1
594,France,Female,53,0.0,1,5408.74,1
844,Spain,Male,56,99529.7,0,157230.06,1
539,Germany,Female,38,105435.74,0,80575.44,1
580,France,Female,65,106804.26,1,107890.69,1
648,Spain,Female,43,81153.82,1,144532.85,1
660,France,Male,50,0.0,1,191849.15,1
756,France,Male,62,0.0,1,11199.04,1
745,France,Female,32,0.0,0,179705.13,1
533,France,Female,39,0.0,0,73669.94,1
650,Spain,Male,42,194532.66,1,171045.31,1
850,France,Male,49,128663.9,1,65769.3,1
373,France,Male,42,0.0,1,77786.37,1
616,France,Male,37,144235.73,0,154957.66,1
549,Germany,Male,41,95020.8,1,131710.59,1
680,France,Female,37,123806.28,1,81776.84,1
705,Germany,Female,56,143249.67,1,88428.41,1
528,Germany,Male,39,127631.62,0,22197.8,1
659,Spain,Male,60,0.0,1,177480.45,1
607,France,Female,48,112070.86,1,173568.3,1
600,Germany,Female,58,118723.11,0,6209.51,1
697,France,Female,49,195238.29,0,131083.56,1
434,Spain,Male,55,0.0,0,73562.05,1
702,Spain,Male,44,0.0,0,59207.41,1
728,France,Female,59,0.0,1,163365.85,1
724,Germany,Male,33,88046.88,0,186942.49,1
670,France,Male,36,0.0,1,140754.19,1
789,France,Female,53,158271.74,1,5036.39,1
542,France,Male,39,135096.77,1,14353.43,1
586,France,Female,35,164769.02,1,119814.25,1
568,Spain,Female,43,0.0,1,125870.79,1
350,France,Female,60,0.0,0,113796.15,1
748,France,Male,60,152335.7,1,126743.33,1
698,Germany,Male,52,107304.39,1,28806.32,1
410,France,Male,33,125789.69,0,66333.56,1
634,Germany,Male,48,107247.69,1,103712.05,1
842,Germany,Female,35,119948.09,1,48217.97,1
736,Germany,Male,46,130812.91,1,77981.54,1
708,Spain,Female,64,0.0,0,112520.07,1
537,Germany,Female,37,158411.95,1,117690.58,1
614,Germany,Female,44,118715.86,1,133591.11,1
613,Germany,Male,38,67111.65,1,78566.64,1
737,Germany,Female,43,125537.38,1,138510.01,1
791,France,Female,33,0.0,1,144413.92,1
638,Germany,Male,27,135096.05,1,186523.72,1
684,France,Male,60,116563.58,1,120257.7,1
575,France,Male,36,0.0,1,55868.97,1
821,Spain,Female,38,0.0,0,126241.4,1
706,Spain,Female,46,127660.46,1,150156.82,1
594,France,Male,57,0.0,1,19376.56,1
624,France,Male,55,118793.6,1,95022.02,1
675,France,Female,38,68065.8,0,138777.0,1
529,Spain,Male,63,96134.11,1,108732.96,1
622,France,Male,41,127087.06,1,102402.91,1
727,Germany,Male,58,106913.43,1,25881.0,1
850,Spain,Male,48,0.0,1,169425.3,1
782,Spain,Male,52,0.0,1,52759.82,1
738,Germany,Male,43,121152.05,1,64166.7,1
748,France,Female,49,29602.08,0,163550.58,1
668,Germany,Female,39,122104.79,1,112946.67,1
839,Germany,Male,47,136911.07,1,168184.62,1
610,Spain,Female,45,0.0,1,38276.84,1
688,Spain,Female,33,0.0,0,27557.18,1
585,France,Male,55,106415.57,1,122960.98,1
513,France,Male,35,0.0,1,76640.29,1
735,Germany,Male,46,106344.95,1,114371.33,1
564,France,Female,53,45472.28,1,41055.71,1
698,Spain,Female,47,0.0,1,50213.81,1
646,Spain,Male,31,0.0,1,170821.43,1
743,Germany,Male,45,144677.19,1,22512.44,1
523,France,Female,73,0.0,0,130883.9,1
720,Germany,Female,57,162082.31,0,27145.73,1
562,France,Female,51,124662.54,1,65390.46,1
699,France,Male,22,99339.0,1,68297.61,1
613,Germany,Male,59,91415.76,0,27965.0,1
668,Spain,Female,24,173962.32,0,106457.11,1
683,France,Female,30,0.0,0,100496.84,1
624,Germany,Female,52,133723.43,0,4859.59,1
743,Spain,Male,43,161807.18,0,93228.86,1
699,France,Female,43,80764.03,1,199378.58,1
627,France,Male,44,153548.12,0,35300.08,1
768,Germany,Male,49,133384.66,1,102397.22,1
850,Germany,Male,49,98649.55,1,119174.88,1
678,France,Male,60,185648.56,0,192156.54,1
520,France,Male,49,121197.64,1,72577.33,1
659,France,Female,44,23503.31,0,169862.01,1
692,France,Male,33,0.0,1,113505.93,1
490,France,Female,40,0.0,1,49594.19,1
795,Germany,Female,56,94348.94,1,29239.29,1
850,Spain,Male,71,69608.14,1,97893.4,1
726,Germany,Female,51,107494.86,1,140937.91,1
690,France,Male,54,0.0,1,12847.61,1
628,Germany,Male,38,113525.84,1,46044.48,1
542,Spain,Male,54,105770.14,0,140929.98,1
639,France,Female,60,162039.78,1,84361.72,1
675,France,Male,54,0.0,1,110273.84,1
595,Germany,Female,64,105736.32,1,89935.73,1
489,Germany,Female,52,131441.51,1,37240.11,1
581,Germany,Male,39,121523.51,0,161655.55,1
668,Germany,Male,47,106854.21,0,157959.02,1
778,France,Female,33,151772.63,0,180249.94,1
622,Spain,Female,36,108960.0,1,111180.3,1
435,Germany,Male,37,114346.3,0,980.93,1
818,France,Female,49,0.0,0,192298.84,1
743,Spain,Male,41,0.0,1,163736.09,1
628,Spain,Female,55,0.0,1,85890.75,1
625,France,Female,51,124620.01,1,92243.94,1
641,France,Female,40,0.0,0,151648.66,1
668,Germany,Male,56,110993.79,1,134396.64,1
689,France,Male,22,136444.25,1,51980.25,1
532,France,Male,42,159024.71,1,100982.93,1
535,Spain,Female,50,140292.58,0,69531.22,1
501,Spain,Male,43,104533.24,0,81123.59,1
719,Spain,Male,44,0.0,0,84972.9,1
507,Germany,Male,40,120105.43,1,92075.01,1
619,Germany,Female,42,132796.04,1,191821.35,1
678,France,Female,41,143443.61,1,196622.28,1
706,Germany,Female,47,144090.42,1,140938.95,1
660,France,Female,43,0.0,0,112026.1,1
504,Germany,Male,56,104217.3,0,55857.48,1
548,France,Female,46,0.0,1,104469.06,1
787,Germany,Male,43,132217.45,1,20955.03,1
693,France,Male,36,178111.82,0,58719.63,1
561,France,Male,43,0.0,0,18522.91,1
650,Spain,Male,41,128808.65,0,113677.53,1
760,France,Male,37,0.0,0,32863.24,1
850,France,Male,55,0.0,1,944.41,1
796,Spain,Male,56,94231.13,0,121164.6,1
603,Spain,Male,57,105000.85,1,87412.24,1
603,Germany,Female,55,127723.25,1,139469.11,1
626,France,Male,43,137638.69,1,130442.08,1
421,Germany,Male,28,122384.22,1,89017.38,1
554,Spain,Male,30,135370.12,1,179689.05,1
547,Spain,Female,44,0.0,0,5459.07,1
479,France,Male,47,121797.09,0,5811.9,1
541,Germany,Female,39,100116.67,1,199808.1,1
598,France,Female,40,171178.25,1,137980.58,1
465,Germany,Male,53,117438.17,0,74898.8,1
760,France,Male,39,178585.46,1,67131.3,1
679,France,Female,39,0.0,0,172939.3,1
850,France,Male,58,156652.13,0,25899.21,1
805,Spain,Female,39,165272.13,1,14109.85,1
716,Germany,Female,39,115301.31,1,43527.4,1
752,France,Female,41,0.0,1,139844.04,1
773,Germany,Male,47,118079.47,1,143007.49,1
487,Germany,Female,61,110368.03,0,11384.45,1
487,Germany,Female,46,135070.58,1,44244.49,1
616,Germany,Female,28,105173.99,0,29835.37,1
769,Germany,Female,45,126674.81,1,124118.71,1
763,Germany,Female,32,108465.65,1,60552.44,1
775,France,Female,30,0.0,1,193880.6,1
552,France,Male,49,0.0,1,190296.76,1
525,Germany,Female,47,118087.68,1,88120.78,1
673,France,Female,34,42157.08,1,20598.59,1
549,Germany,Male,36,139422.37,0,83983.39,1
467,Germany,Male,51,114514.71,1,177784.68,1
645,Germany,Male,47,152076.93,1,121840.2,1
535,France,Male,38,119272.29,0,195896.59,1
643,France,Female,45,45144.43,1,60917.24,1
567,Germany,Female,49,134956.02,1,93953.84,1
731,Germany,Male,37,116880.53,0,172718.35,1
569,Germany,Female,28,100032.52,1,5159.21,1
663,Spain,Female,53,150200.23,0,151317.27,1
536,France,Female,61,65190.29,1,64308.49,1
714,Germany,Male,54,137986.58,0,51308.54,1
494,Spain,Female,41,69974.66,1,188426.13,1
823,Germany,Female,53,124954.94,0,131259.6,1
686,France,Female,41,0.0,1,144272.71,1
504,Spain,Female,46,163764.84,1,165122.55,1
667,Spain,Female,39,0.0,1,40721.24,1
537,Germany,Male,48,131834.8,1,166476.95,1
693,Germany,Male,40,120711.73,0,27345.18,1
672,France,Female,50,0.0,1,12106.82,1
659,Spain,Female,42,0.0,0,162734.31,1
479,Germany,Male,35,138718.92,1,47251.79,1
687,France,Female,44,0.0,0,103042.2,1
376,France,Female,46,0.0,1,157333.69,1
651,France,Male,44,0.0,1,102530.35,1
636,Germany,Male,49,113599.74,1,158887.09,1
720,Spain,Female,59,0.0,1,160849.43,1
711,Spain,Male,37,0.0,1,83978.86,1
566,France,Male,30,0.0,1,54926.51,1
619,Spain,Male,46,62400.48,1,132498.39,1
539,France,Female,47,127286.04,1,166929.43,1
688,France,Female,54,0.0,1,191212.63,1
358,Spain,Female,52,143542.36,1,141959.11,1
813,Germany,Female,36,98088.09,0,26687.22,1
666,Spain,Female,47,0.0,0,166650.9,1
620,France,Female,70,87926.24,1,33350.26,1
645,Germany,Male,41,93925.3,1,123982.14,1
651,France,Male,45,0.0,1,67740.08,1
651,France,Male,35,181821.96,0,36923.67,1
757,Spain,Female,55,117294.12,1,94187.47,1
660,France,Female,48,90044.32,0,187604.97,1
474,France,Male,33,0.0,1,181945.52,1
649,France,Female,56,156974.26,1,89405.26,1
713,Germany,Male,45,131038.14,1,74005.04,1
715,Germany,Female,37,105489.31,0,143096.49,1
664,France,Female,44,142989.69,1,115452.51,1
611,France,Female,46,0.0,1,77677.14,1
597,Germany,Female,22,101528.61,1,70529.0,1
729,Spain,Female,28,0.0,1,31165.06,1
619,France,Female,40,0.0,1,147093.84,1
589,Spain,Female,45,0.0,0,125939.22,1
850,Germany,Female,47,134381.52,0,26812.89,1
638,Germany,Female,33,129335.65,1,56585.2,1
713,Germany,Female,38,144606.22,1,56594.36,1
596,Germany,Male,40,62389.03,1,148623.43,1
700,France,Male,46,95872.86,1,98273.01,1
577,Germany,Female,43,127940.47,0,125140.72,1
643,France,Male,45,0.0,1,142513.5,1
616,France,Female,31,136789.14,1,59346.4,1
475,France,Female,46,0.0,0,122953.0,1
724,Spain,Female,41,142880.28,0,185541.2,1
591,Germany,Female,51,132508.3,1,161304.68,1
592,Germany,Female,70,71816.74,1,105096.82,1
445,Germany,Female,48,168286.58,1,16645.77,1
566,Germany,Female,35,123042.0,1,66245.44,1
773,Spain,Male,51,0.0,0,123587.83,1
622,Germany,Female,34,98675.74,1,138906.85,1
617,Germany,Female,51,167273.71,0,93439.75,1
550,Germany,Male,49,108806.96,1,61446.92,1
568,Germany,Male,43,87612.64,1,107155.4,1
603,France,Male,32,0.0,1,198055.94,1
675,France,Female,61,62055.17,1,166305.16,1
580,Germany,Male,24,133811.78,1,17185.95,1
670,Spain,Female,65,0.0,1,177655.68,1
692,France,Female,31,0.0,1,91829.17,1
617,Germany,Female,37,116471.43,1,175324.74,1
751,Germany,Female,51,148074.79,1,146411.41,1
556,France,Female,43,0.0,0,125154.57,1
454,Germany,Female,50,92895.56,1,154344.0,1
685,France,Female,33,0.0,0,70221.13,1
606,Spain,Female,25,147386.72,1,45482.04,1
673,France,Female,43,168069.73,1,146992.24,1
807,France,Male,43,105799.32,1,34888.04,1
742,Germany,Female,36,129748.54,0,47271.61,1
572,Germany,Male,39,112290.22,1,49373.97,1
563,France,Female,35,183572.84,1,66006.75,1
533,Germany,Male,51,127545.56,0,79559.02,1
688,Spain,Female,35,0.0,1,25488.43,1
651,Germany,Male,40,134760.21,0,174434.06,1
597,Germany,Female,39,162532.14,1,36051.46,1
538,France,Female,62,75051.49,0,17682.02,1
730,Spain,Female,39,140094.59,1,172450.04,1
660,Germany,Male,35,113948.58,1,188891.96,1
686,France,Male,60,0.0,1,75246.21,1
630,France,Male,50,81947.76,0,63606.22,1
678,Germany,Male,49,116933.11,1,195053.58,1
628,France,Female,46,46870.43,1,31272.14,1
755,Germany,Female,45,135643.0,0,143619.52,1
849,France,Female,41,0.0,1,169203.51,1
809,Spain,Female,48,0.0,1,160976.85,1
554,Germany,Female,43,120847.11,1,7611.61,1
549,Germany,Male,54,92877.33,1,2619.64,1
493,France,Male,54,167831.88,1,150159.95,1
432,Germany,Female,45,110219.14,1,43046.7,1
753,Spain,Male,51,79811.72,0,68260.27,1
517,France,Male,56,142147.32,0,39488.04,1
621,France,Female,50,0.0,1,191756.54,1
495,Germany,Female,34,117160.32,1,116069.24,1
559,France,Male,52,0.0,1,129013.59,1
604,France,Male,53,144453.75,1,190998.96,1
438,Spain,Female,54,0.0,0,191763.07,1
514,Germany,Female,45,109032.23,0,155407.21,1
726,Spain,Female,56,123110.9,0,130113.78,1
542,France,Female,59,68892.77,1,7905.06,1
792,Germany,Female,50,146710.76,1,16528.4,1
674,France,Male,46,174701.05,1,90189.72,1
651,France,Female,56,0.0,0,84383.22,1
582,Spain,Female,46,67563.31,1,44506.09,1
664,Germany,Female,49,127421.78,1,108876.75,1
684,Spain,Female,38,134168.5,1,3966.5,1
659,France,Female,50,0.0,1,183399.12,1
691,Germany,Female,41,109153.96,1,148848.76,1
525,France,Female,59,55328.4,1,83342.73,1
582,France,Female,38,135979.01,1,76582.95,1
648,Spain,Female,54,118241.02,1,172586.89,1
595,Germany,Male,46,142360.62,1,48421.4,1
731,Spain,Female,40,171325.98,1,159718.27,1
688,Spain,Male,36,89772.3,1,177383.68,1
793,France,Male,32,0.0,1,193817.63,1
730,France,Female,47,0.0,1,33373.26,1
590,Spain,Female,37,64345.21,0,61759.33,1
621,Germany,Male,40,174126.75,1,172490.78,1
631,Germany,Male,37,138292.64,0,152422.91,1
580,Germany,Male,45,103741.14,1,47428.73,1
556,France,Female,52,0.0,1,175149.2,1
547,Germany,Female,39,74596.15,1,85746.52,1
594,France,Female,56,0.0,1,26215.85,1
648,Germany,Female,43,107963.38,0,186438.86,1
850,Spain,Male,54,108185.81,0,24093.4,1
737,France,Male,54,0.0,1,83470.4,1
581,Germany,Female,26,105099.45,1,184520.0,1
707,France,Female,57,92053.0,1,164064.44,1
769,Germany,Male,60,148846.39,1,192831.67,1
550,Germany,Male,52,121016.23,1,41730.37,1
555,France,Female,44,105770.7,1,60533.96,1
598,France,Female,40,0.0,1,68462.59,1
693,Germany,Male,44,124601.58,1,46998.13,1
815,Spain,Female,57,0.0,0,38941.44,1
745,France,Female,55,110123.59,0,51548.14,1
687,Spain,Female,44,0.0,1,155853.52,1
608,France,Female,56,129255.2,1,142492.04,1
770,Spain,Male,55,63127.41,1,185211.28,1
504,France,Female,49,0.0,0,87822.14,1
658,France,Female,40,140596.95,0,135459.02,1
850,Germany,Female,45,121874.89,0,6865.41,1
516,France,Female,46,62212.29,0,171681.86,1
535,Spain,Male,48,109472.47,1,157358.43,1
652,Germany,Male,46,121063.8,1,151481.86,1
612,Germany,Female,62,140745.33,1,193437.89,1
846,France,Female,34,142388.61,0,68393.64,1
550,France,Female,40,150490.32,0,166468.21,1
850,France,Male,33,0.0,1,4861.72,1
763,Germany,Male,42,100160.75,1,33462.94,1
596,Germany,Male,54,123544.0,1,120314.75,1
653,Germany,Male,58,132602.88,1,5097.67,1
724,France,Male,40,0.0,1,127847.25,1
561,France,Male,56,152759.0,1,133167.11,1
566,Germany,Male,65,120100.41,1,107563.16,1
661,Spain,Female,42,75361.44,1,27608.12,1
785,Spain,Female,54,0.0,1,45113.92,1
655,Germany,Female,37,108862.76,1,79555.08,1
799,Germany,Male,31,154586.92,0,88604.89,1
607,Spain,Female,62,108004.64,1,23386.77,1
599,Spain,Male,33,51690.89,1,111622.76,1
655,Germany,Female,44,146498.76,1,64853.51,1
771,Spain,Female,56,0.0,1,25222.6,1
648,France,Female,54,120633.42,0,5924.38,1
770,France,Female,68,183555.24,0,159557.28,1
644,Germany,Female,51,95560.04,0,72628.84,1
629,France,Female,40,137409.19,1,175877.7,1
533,Germany,Female,49,102286.6,1,69409.37,1
581,France,Male,54,89299.81,0,5558.47,1
559,Spain,Male,38,145874.35,1,56311.39,1
603,Spain,Female,42,91611.12,0,144675.3,1
657,Spain,Male,42,41473.33,1,112979.6,1
624,France,Female,45,68639.57,1,168002.31,1
753,Germany,Female,38,117314.92,1,122021.33,1
584,Germany,Female,37,134171.8,1,70927.11,1
584,Germany,Female,54,77354.37,0,138192.98,1
619,France,Male,44,116967.68,1,5075.17,1
612,Spain,Female,63,131629.17,1,122109.58,1
705,Germany,Female,33,116765.7,0,190659.17,1
845,Spain,Female,52,0.0,1,31726.76,1
699,Germany,Female,54,111009.32,1,155905.79,1
608,Spain,Female,28,0.0,1,10899.63,1
725,Spain,Female,36,118520.26,0,131173.9,1
850,Germany,Male,56,169743.83,0,155850.4,1
739,Germany,Male,32,102128.27,1,63981.37,1
628,France,Female,31,0.0,0,147963.07,1
678,Germany,Male,55,129646.91,1,184125.1,1
619,Spain,Female,44,52831.13,1,112649.22,1
581,Germany,Male,50,143829.2,1,181224.24,1
634,Spain,Male,31,108632.48,1,179485.96,1
694,Spain,Female,35,0.0,1,133570.43,1
766,Germany,Male,27,126285.73,1,177614.17,1
738,Spain,Male,49,0.0,1,65066.48,1
652,France,Female,31,103696.97,0,155221.05,1
637,France,Female,48,130806.99,1,132005.85,1
612,Spain,Female,52,144772.69,0,98302.57,1
734,France,Male,22,130056.23,0,121894.31,1
751,France,Female,48,0.0,1,137508.42,1
